,No.,Time,Source,Destination,Protocol,Length,Info,Info_01,Commands,Trans,R_W,D_M_I_H,I_C_R,basic_time_diff,Response_time_diff
5123,5124,53.321951,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44347; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4347.0,Write,Multiple,Coils,0.0004789999999985639,0.0008499999999997954
5124,5125,53.3222,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44348; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4348.0,Read,Input,Registers,0.00024900000000371847,
5125,5126,53.322697,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44348; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4348.0,Read,Input,Registers,0.0004969999999957508,0.0007459999999994693
5126,5127,53.323142,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44349; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4349.0,Read,Holding,Registers,0.00044499999999914053,
5127,5128,53.323537,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44349; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4349.0,Read,Holding,Registers,0.0003950000000045861,0.0008400000000037267
5128,5129,53.323872,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 44350; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4350.0,Write,Multiple,Registers,0.00033499999999975216,
5129,5130,53.324318,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44350; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4350.0,Write,Multiple,Registers,0.00044599999999661577,0.0007809999999963679
5130,5131,53.424471,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44351; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4351.0,Read,Discrete,Inputs,0.10015299999999883,
5131,5132,53.426085,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 44351; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4351.0,Read,Discrete,Inputs,0.001614000000003557,0.10176700000000238
5132,5133,53.42651,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 44352; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4352.0,Write,Multiple,Coils,0.0004249999999998977,
5133,5134,53.427084,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44352; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4352.0,Write,Multiple,Coils,0.0005740000000002965,0.0009990000000001942
5134,5135,53.427353,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44353; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4353.0,Read,Input,Registers,0.0002689999999958559,
5135,5136,53.42792,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44353; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4353.0,Read,Input,Registers,0.0005670000000037589,0.0008359999999996148
5136,5137,53.42827,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44354; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4354.0,Read,Holding,Registers,0.00034999999999740794,
5137,5138,53.428795,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44354; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4354.0,Read,Holding,Registers,0.0005250000000032173,0.0008750000000006253
5138,5139,53.429145,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 44355; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4355.0,Write,Multiple,Registers,0.00034999999999740794,
5139,5140,53.429648,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44355; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4355.0,Write,Multiple,Registers,0.0005030000000019186,0.0008529999999993265
5140,5141,53.529578,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44356; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4356.0,Read,Discrete,Inputs,0.09993000000000052,
5141,5142,53.530139,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 44356; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4356.0,Read,Discrete,Inputs,0.0005609999999975912,0.10049099999999811
5142,5143,53.530782,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 44357; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4357.0,Write,Multiple,Coils,0.0006430000000037239,
5143,5144,53.531156,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44357; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4357.0,Write,Multiple,Coils,0.0003740000000007626,0.0010170000000044865
5144,5145,53.531497,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44358; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4358.0,Read,Input,Registers,0.0003409999999988145,
5145,5146,53.531869,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44358; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4358.0,Read,Input,Registers,0.0003719999999987067,0.0007129999999975212
5146,5147,53.532352,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44359; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4359.0,Read,Holding,Registers,0.00048300000000267573,
5147,5148,53.545926,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44359; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4359.0,Read,Holding,Registers,0.01357399999999842,0.014057000000001096
5148,5149,53.546248,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 44360; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4360.0,Write,Multiple,Registers,0.00032199999999704687,
5149,5150,53.546741,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44360; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4360.0,Write,Multiple,Registers,0.0004929999999987444,0.0008149999999957913
5150,5151,53.646537,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44361; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4361.0,Read,Discrete,Inputs,0.09979600000000488,
5151,5152,53.653918,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 44361; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4361.0,Read,Discrete,Inputs,0.007380999999995197,0.10717700000000008
5152,5153,53.654335,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 44362; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4362.0,Write,Multiple,Coils,0.0004170000000058849,
5153,5154,53.654715,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44362; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4362.0,Write,Multiple,Coils,0.0003799999999998249,0.0007970000000057098
5154,5155,53.655014,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44363; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4363.0,Read,Input,Registers,0.00029899999999827287,
5155,5156,53.655373,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44363; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4363.0,Read,Input,Registers,0.0003589999999960014,0.0006579999999942743
5156,5157,53.655706,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44364; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4364.0,Read,Holding,Registers,0.0003330000000048017,
5157,5158,53.656216,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44364; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4364.0,Read,Holding,Registers,0.0005099999999984561,0.0008430000000032578
5158,5159,53.656615,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 44365; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4365.0,Write,Multiple,Registers,0.0003990000000015925,
5159,5160,53.657053,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44365; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4365.0,Write,Multiple,Registers,0.00043799999999549755,0.0008369999999970901
5160,5161,53.756526,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44366; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4366.0,Read,Discrete,Inputs,0.09947300000000325,
5161,5162,53.757131,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 44366; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4366.0,Read,Discrete,Inputs,0.0006050000000001887,0.10007800000000344
5162,5163,53.757405,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 44367; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4367.0,Write,Multiple,Coils,0.00027399999999744296,
5163,5164,53.758735,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44367; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4367.0,Write,Multiple,Coils,0.00133000000000294,0.001604000000000383
5164,5165,53.759004,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44368; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4368.0,Read,Input,Registers,0.0002689999999958559,
5165,5166,53.759578,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44368; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4368.0,Read,Input,Registers,0.0005740000000002965,0.0008429999999961524
5166,5167,53.759873,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44369; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4369.0,Read,Holding,Registers,0.00029500000000126647,
5167,5168,53.760297,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44369; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4369.0,Read,Holding,Registers,0.00042400000000242244,0.0007190000000036889
5168,5169,53.760547,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 44370; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4370.0,Write,Multiple,Registers,0.0002500000000011937,
5169,5170,53.760951,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44370; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4370.0,Write,Multiple,Registers,0.00040399999999607417,0.0006539999999972679
5170,5171,53.860567,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44371; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4371.0,Read,Discrete,Inputs,0.09961600000000459,
5171,5172,53.861208,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 44371; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4371.0,Read,Discrete,Inputs,0.0006409999999945626,0.10025699999999915
5172,5173,53.861878,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 44372; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4372.0,Write,Multiple,Coils,0.0006699999999995043,
5173,5174,53.862234,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44372; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4372.0,Write,Multiple,Coils,0.0003560000000035757,0.00102600000000308
5174,5175,53.862723,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44373; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4373.0,Read,Input,Registers,0.000489000000001738,
5175,5176,53.863085,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44373; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4373.0,Read,Input,Registers,0.00036199999999553256,0.0008509999999972706
5176,5177,53.863714,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44374; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4374.0,Read,Holding,Registers,0.0006290000000035434,
5177,5178,53.864049,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44374; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4374.0,Read,Holding,Registers,0.00033499999999975216,0.0009640000000032956
5178,5179,53.864458,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 44375; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4375.0,Write,Multiple,Registers,0.00040899999999766123,
5179,5180,53.864785,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44375; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4375.0,Write,Multiple,Registers,0.00032699999999863394,0.0007359999999962952
5180,5181,53.964542,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44376; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4376.0,Read,Discrete,Inputs,0.09975700000000387,
5181,5182,53.965182,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 44376; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4376.0,Read,Discrete,Inputs,0.0006399999999970873,0.10039700000000096
5182,5183,53.965849,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 44377; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4377.0,Write,Multiple,Coils,0.0006669999999999732,
5183,5184,53.966634,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44377; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4377.0,Write,Multiple,Coils,0.0007850000000004798,0.001452000000000453
5184,5185,53.967121,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44378; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4378.0,Read,Input,Registers,0.00048699999999968213,
5185,5186,53.96762,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44378; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4378.0,Read,Input,Registers,0.0004989999999978068,0.0009859999999974889
5186,5187,53.968152,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44379; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4379.0,Read,Holding,Registers,0.0005320000000068603,
5187,5188,53.968585,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44379; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4379.0,Read,Holding,Registers,0.0004329999999939105,0.0009650000000007708
5188,5189,53.969012,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 44380; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4380.0,Write,Multiple,Registers,0.0004270000000019536,
5189,5190,53.969432,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44380; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4380.0,Write,Multiple,Registers,0.0004199999999983106,0.0008470000000002642
5190,5191,54.069525,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44381; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4381.0,Read,Discrete,Inputs,0.1000930000000011,
5191,5192,54.070114,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 44381; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4381.0,Read,Discrete,Inputs,0.0005889999999979523,0.10068199999999905
5192,5193,54.070412,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 44382; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4382.0,Write,Multiple,Coils,0.0002980000000007976,
5193,5194,54.070806,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44382; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4382.0,Write,Multiple,Coils,0.00039400000000000546,0.0006920000000008031
5194,5195,54.071048,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44383; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4383.0,Read,Input,Registers,0.0002420000000000755,
5195,5196,54.071411,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44383; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4383.0,Read,Input,Registers,0.00036300000000011323,0.0006050000000001887
5196,5197,54.07167,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44384; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4384.0,Read,Holding,Registers,0.0002589999999997872,
5197,5198,54.072033,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44384; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4384.0,Read,Holding,Registers,0.00036300000000011323,0.0006219999999999004
5198,5199,54.072286,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 44385; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4385.0,Write,Multiple,Registers,0.00025300000000072487,
5199,5200,54.072636,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44385; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4385.0,Write,Multiple,Registers,0.00035000000000451337,0.0006030000000052382
5201,5202,54.172669,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44386; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4386.0,Read,Discrete,Inputs,0.10003299999999626,
5202,5203,54.173307,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 44386; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4386.0,Read,Discrete,Inputs,0.0006380000000021369,0.1006709999999984
5203,5204,54.173957,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 44387; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4387.0,Write,Multiple,Coils,0.0006500000000002615,
5204,5205,54.174559,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44387; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4387.0,Write,Multiple,Coils,0.0006020000000006576,0.001252000000000919
5205,5206,54.175046,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44388; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4388.0,Read,Input,Registers,0.00048699999999968213,
5206,5207,54.17553,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44388; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4388.0,Read,Input,Registers,0.000484000000000151,0.0009709999999998331
5207,5208,54.176067,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44389; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4389.0,Read,Holding,Registers,0.000537000000001342,
5208,5209,54.176503,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44389; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4389.0,Read,Holding,Registers,0.00043599999999344163,0.0009729999999947836
5209,5210,54.176869,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 44390; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4390.0,Write,Multiple,Registers,0.0003660000000067498,
5210,5211,54.17729,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44390; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4390.0,Write,Multiple,Registers,0.00042099999999578586,0.0007870000000025357
5211,5212,54.277579,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44391; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4391.0,Read,Discrete,Inputs,0.10028900000000363,
5212,5213,54.278088,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 44391; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4391.0,Read,Discrete,Inputs,0.0005089999999938755,0.1007979999999975
5213,5214,54.278505,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 44392; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4392.0,Write,Multiple,Coils,0.0004170000000058849,
5214,5215,54.278868,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44392; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4392.0,Write,Multiple,Coils,0.00036300000000011323,0.0007800000000059981
5215,5216,54.279211,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44393; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4393.0,Read,Input,Registers,0.00034299999999376496,
5216,5217,54.279572,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44393; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4393.0,Read,Input,Registers,0.00036100000000516275,0.0007039999999989277
5217,5218,54.279902,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44394; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4394.0,Read,Holding,Registers,0.0003299999999981651,
5218,5219,54.280207,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44394; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4394.0,Read,Holding,Registers,0.0003049999999973352,0.0006349999999955003
5219,5220,54.280633,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 44395; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4395.0,Write,Multiple,Registers,0.00042600000000447835,
5220,5221,54.280956,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44395; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4395.0,Write,Multiple,Registers,0.00032300000000162754,0.0007490000000061059
5221,5222,54.380568,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44396; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4396.0,Read,Discrete,Inputs,0.09961199999999337,
5222,5223,54.381292,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 44396; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4396.0,Read,Discrete,Inputs,0.000724000000005276,0.10033599999999865
5223,5224,54.381853,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 44397; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4397.0,Write,Multiple,Coils,0.0005609999999975912,
5224,5225,54.395951,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44397; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4397.0,Write,Multiple,Coils,0.014097999999997057,0.014658999999994649
5225,5226,54.396444,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44398; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4398.0,Read,Input,Registers,0.0004930000000058499,
5226,5227,54.397031,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44398; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4398.0,Read,Input,Registers,0.0005869999999958964,0.0010800000000017462
5227,5228,54.397699,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44399; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4399.0,Read,Holding,Registers,0.0006680000000045538,
5228,5229,54.398246,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44399; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4399.0,Read,Holding,Registers,0.0005469999999974107,0.0012150000000019645
5229,5230,54.398734,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 44400; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4400.0,Write,Multiple,Registers,0.0004879999999971574,
5230,5231,54.39914,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44400; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4400.0,Write,Multiple,Registers,0.0004060000000052355,0.0008940000000023929
5231,5232,54.498587,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44401; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4401.0,Read,Discrete,Inputs,0.09944699999999784,
5232,5233,54.502978,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 44401; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,4401.0,Read,Discrete,Inputs,0.004390999999998257,0.1038379999999961
5233,5234,54.503354,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 44402; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,4402.0,Write,Multiple,Coils,0.0003760000000028185,
5234,5235,54.504174,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44402; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,4402.0,Write,Multiple,Coils,0.0008199999999973784,0.001196000000000197
5235,5236,54.504478,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44403; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,4403.0,Read,Input,Registers,0.00030399999999985994,
5236,5237,54.504976,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44403; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,4403.0,Read,Input,Registers,0.0004980000000003315,0.0008020000000001914
5237,5238,54.505316,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44404; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,4404.0,Read,Holding,Registers,0.00034000000000133923,
5238,5239,54.505975,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 44404; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,4404.0,Read,Holding,Registers,0.000658999999998855,0.0009990000000001942
5239,5240,54.506316,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 44405; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,4405.0,Write,Multiple,Registers,0.0003409999999988145,
5240,5241,54.506904,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 44405; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,4405.0,Write,Multiple,Registers,0.000588000000000477,0.0009289999999992915
5241,5242,54.606707,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 44406; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,4406.0,Read,Discrete,Inputs,0.09980300000000142,
