,No.,Time,Source,Destination,Protocol,Length,Info,Info_01,Commands,Trans,R_W,D_M_I_H,I_C_R,basic_time_diff,Response_time_diff
1310,1311,13.559563,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42479; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,2479.0,Read,Holding,Registers,0.000484000000000151,0.0008070000000000022
1311,1312,13.559886,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42479; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,2479.0,Read,Holding,Registers,0.0003229999999998512,
1312,1313,13.560239,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 42480; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,2480.0,Write,Multiple,Registers,0.00035299999999871545,0.0006639999999986657
1313,1314,13.56055,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42480; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,2480.0,Write,Multiple,Registers,0.0003109999999999502,
1314,1315,13.660679,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42481; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,2481.0,Read,Discrete,Inputs,0.1001290000000008,0.10340600000000144
1315,1316,13.663956,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 42481; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,2481.0,Read,Discrete,Inputs,0.0032770000000006405,
1316,1317,13.664381,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 42482; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,2482.0,Write,Multiple,Coils,0.0004249999999998977,0.0008429999999997051
1317,1318,13.664799,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42482; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,2482.0,Write,Multiple,Coils,0.0004179999999998074,
1318,1319,13.665068,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42483; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,2483.0,Read,Input,Registers,0.0002689999999994086,0.000634999999999053
1319,1320,13.665434,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42483; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,2483.0,Read,Input,Registers,0.0003659999999996444,
1320,1321,13.665785,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42484; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,2484.0,Read,Holding,Registers,0.00035100000000021225,0.0007010000000011729
1321,1322,13.666135,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42484; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,2484.0,Read,Holding,Registers,0.00035000000000096065,
1322,1323,13.666484,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 42485; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,2485.0,Write,Multiple,Registers,0.0003489999999999327,0.0007209999999986394
1323,1324,13.666856,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42485; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,2485.0,Write,Multiple,Registers,0.0003719999999987067,
1324,1325,13.766629,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42486; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,2486.0,Read,Discrete,Inputs,0.09977300000000078,0.10028700000000157
1325,1326,13.767143,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 42486; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,2486.0,Read,Discrete,Inputs,0.0005140000000007916,
1326,1327,13.767494,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 42487; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,2487.0,Write,Multiple,Coils,0.0003509999999984359,0.0007069999999984589
1327,1328,13.76785,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42487; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,2487.0,Write,Multiple,Coils,0.00035600000000002296,
1328,1329,13.7681,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42488; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,2488.0,Read,Input,Registers,0.0002500000000011937,0.0005530000000000257
1329,1330,13.768403,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42488; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,2488.0,Read,Input,Registers,0.000302999999998832,
1330,1331,13.769439,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42489; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,2489.0,Read,Holding,Registers,0.001036000000000925,0.0013370000000012539
1331,1332,13.76974,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42489; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,2489.0,Read,Holding,Registers,0.0003010000000003288,
1332,1333,13.770353,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 42490; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,2490.0,Write,Multiple,Registers,0.0006129999999995306,0.0009309999999995711
1333,1334,13.770671,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42490; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,2490.0,Write,Multiple,Registers,0.00031800000000004047,
1334,1335,13.870714,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42491; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,2491.0,Read,Discrete,Inputs,0.10004299999999944,0.1005869999999991
1335,1336,13.871258,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 42491; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,2491.0,Read,Discrete,Inputs,0.0005439999999996559,
1336,1337,13.871763,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 42492; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,2492.0,Write,Multiple,Coils,0.0005050000000004218,0.0008350000000003632
1337,1338,13.872093,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42492; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,2492.0,Write,Multiple,Coils,0.00032999999999994145,
1338,1339,13.872358,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42493; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,2493.0,Read,Input,Registers,0.00026500000000062585,0.0006070000000004683
1339,1340,13.8727,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42493; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,2493.0,Read,Input,Registers,0.00034199999999984243,
1340,1341,13.873049,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42494; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,2494.0,Read,Holding,Registers,0.0003489999999999327,0.0006609999999991345
1341,1342,13.873361,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42494; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,2494.0,Read,Holding,Registers,0.0003119999999992018,
1342,1343,13.873696,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 42495; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,2495.0,Write,Multiple,Registers,0.0003350000000015285,0.0006800000000009021
1343,1344,13.874041,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42495; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,2495.0,Write,Multiple,Registers,0.0003449999999993736,
1344,1345,13.973692,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42496; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,2496.0,Read,Discrete,Inputs,0.09965099999999971,0.10021500000000039
1345,1346,13.974256,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 42496; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,2496.0,Read,Discrete,Inputs,0.0005640000000006751,
1346,1347,13.974836,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 42497; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,2497.0,Write,Multiple,Coils,0.0005799999999993588,0.0009359999999993818
1347,1348,13.975192,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42497; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,2497.0,Write,Multiple,Coils,0.00035600000000002296,
1348,1349,13.975657,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42498; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,2498.0,Read,Input,Registers,0.00046500000000015973,0.0008320000000008321
1349,1350,13.976024,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42498; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,2498.0,Read,Input,Registers,0.00036700000000067234,
1350,1351,13.9767,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42499; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,2499.0,Read,Holding,Registers,0.0006759999999985666,0.0010259999999995273
1351,1352,13.97705,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42499; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,2499.0,Read,Holding,Registers,0.00035000000000096065,
1352,1353,13.977564,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 42500; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,2500.0,Write,Multiple,Registers,0.0005139999999990152,0.0008309999999998041
1353,1354,13.977881,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42500; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,2500.0,Write,Multiple,Registers,0.0003170000000007889,
1354,1355,14.077725,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42501; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,2501.0,Read,Discrete,Inputs,0.09984399999999916,0.1003380000000007
1355,1356,14.078219,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 42501; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,2501.0,Read,Discrete,Inputs,0.0004940000000015488,
1356,1357,14.078571,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 42502; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,2502.0,Write,Multiple,Coils,0.00035199999999946385,0.0007289999999997576
1357,1358,14.078948,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42502; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,2502.0,Write,Multiple,Coils,0.00037700000000029377,
1358,1359,14.07954,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42503; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,2503.0,Read,Input,Registers,0.0005919999999992598,0.0011419999999997543
1359,1360,14.08009,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42503; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,2503.0,Read,Input,Registers,0.0005500000000004945,
1360,1361,14.080448,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42504; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,2504.0,Read,Holding,Registers,0.0003580000000003025,0.0009199999999989217
1361,1362,14.08101,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42504; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,2504.0,Read,Holding,Registers,0.0005619999999986192,
1362,1363,14.081365,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 42505; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,2505.0,Write,Multiple,Registers,0.00035500000000077137,0.0008730000000003457
1363,1364,14.081883,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42505; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,2505.0,Write,Multiple,Registers,0.0005179999999995744,
1365,1366,14.18169,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42506; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,2506.0,Read,Discrete,Inputs,0.0998070000000002,0.10037699999999994
1366,1367,14.18226,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 42506; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,2506.0,Read,Discrete,Inputs,0.0005699999999997374,
1367,1368,14.182638,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 42507; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,2507.0,Write,Multiple,Coils,0.0003780000000013217,0.015197999999999823
1368,1369,14.197458,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42507; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,2507.0,Write,Multiple,Coils,0.014819999999998501,
1369,1370,14.197824,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42508; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,2508.0,Read,Input,Registers,0.00036600000000142074,0.0017980000000008545
1370,1371,14.199256,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42508; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,2508.0,Read,Input,Registers,0.0014319999999994337,
1371,1372,14.1996,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42509; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,2509.0,Read,Holding,Registers,0.000344000000000122,0.0009420000000002204
1372,1373,14.200198,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42509; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,2509.0,Read,Holding,Registers,0.0005980000000000985,
1373,1374,14.200537,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 42510; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,2510.0,Write,Multiple,Registers,0.0003390000000003113,0.0008780000000001564
1374,1375,14.201076,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42510; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,2510.0,Write,Multiple,Registers,0.0005389999999998452,
1375,1376,14.30083,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42511; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,2511.0,Read,Discrete,Inputs,0.09975399999999901,0.10039100000000012
1376,1377,14.301467,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 42511; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,2511.0,Read,Discrete,Inputs,0.0006370000000011089,
1377,1378,14.30183,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 42512; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,2512.0,Write,Multiple,Coils,0.00036300000000011323,0.001132000000000133
1378,1379,14.302599,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42512; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,2512.0,Write,Multiple,Coils,0.0007690000000000197,
1379,1380,14.302842,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42513; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,2513.0,Read,Input,Registers,0.0002429999999993271,0.0006059999999994403
1380,1381,14.303205,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42513; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,2513.0,Read,Input,Registers,0.00036300000000011323,
1381,1382,14.303525,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42514; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,2514.0,Read,Holding,Registers,0.00032000000000032003,0.000652000000000541
1382,1383,14.303857,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42514; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,2514.0,Read,Holding,Registers,0.000332000000000221,
1383,1384,14.304138,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 42515; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,2515.0,Write,Multiple,Registers,0.0002809999999993096,0.0005949999999987909
1384,1385,14.304452,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42515; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,2515.0,Write,Multiple,Registers,0.00031399999999948136,
1385,1386,14.404714,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42516; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,2516.0,Read,Discrete,Inputs,0.10026200000000074,0.10091400000000128
1386,1387,14.405366,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 42516; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,2516.0,Read,Discrete,Inputs,0.000652000000000541,
1387,1388,14.405853,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 42517; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,2517.0,Write,Multiple,Coils,0.00048699999999968213,0.0009319999999988227
1388,1389,14.406298,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42517; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,2517.0,Write,Multiple,Coils,0.00044499999999914053,
1389,1390,14.40656,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42518; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,2518.0,Read,Input,Registers,0.0002620000000010947,0.0006909999999997751
1390,1391,14.406989,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42518; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,2518.0,Read,Input,Registers,0.00042899999999868044,
1391,1392,14.407327,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42519; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,2519.0,Read,Holding,Registers,0.0003380000000010597,0.0007890000000010389
1392,1393,14.407778,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42519; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,2519.0,Read,Holding,Registers,0.0004509999999999792,
1393,1394,14.408126,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 42520; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,2520.0,Write,Multiple,Registers,0.00034799999999890474,0.0008079999999992538
1394,1395,14.408586,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42520; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,2520.0,Write,Multiple,Registers,0.000460000000000349,
1395,1396,14.508774,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42521; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,2521.0,Read,Discrete,Inputs,0.10018800000000105,0.1007750000000005
1396,1397,14.509361,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 42521; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,2521.0,Read,Discrete,Inputs,0.0005869999999994491,
1397,1398,14.510003,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 42522; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,2522.0,Write,Multiple,Coils,0.0006419999999991433,0.001118999999999204
1398,1399,14.51048,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42522; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,2522.0,Write,Multiple,Coils,0.0004770000000000607,
1399,1400,14.51094,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42523; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,2523.0,Read,Input,Registers,0.000460000000000349,0.000920000000000698
1400,1401,14.5114,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42523; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,2523.0,Read,Input,Registers,0.000460000000000349,
1401,1402,14.511949,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42524; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,2524.0,Read,Holding,Registers,0.0005489999999994666,0.0010390000000004562
1402,1403,14.512439,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42524; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,2524.0,Read,Holding,Registers,0.0004900000000009896,
1403,1404,14.51293,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 42525; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,2525.0,Write,Multiple,Registers,0.0004910000000002412,0.0009129999999988314
1404,1405,14.513352,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42525; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,2525.0,Write,Multiple,Registers,0.00042199999999859017,
1405,1406,14.613697,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42526; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,2526.0,Read,Discrete,Inputs,0.1003450000000008,0.10090200000000138
1406,1407,14.614254,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 42526; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,2526.0,Read,Discrete,Inputs,0.0005570000000005848,
1407,1408,14.614699,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 42527; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,2527.0,Write,Multiple,Coils,0.00044499999999914053,0.0008239999999997139
1408,1409,14.615078,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42527; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,2527.0,Write,Multiple,Coils,0.0003790000000005733,
1409,1410,14.615402,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42528; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,2528.0,Read,Input,Registers,0.0003239999999991028,0.0006529999999997926
1410,1411,14.615731,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42528; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,2528.0,Read,Input,Registers,0.00032900000000068985,
1411,1412,14.616154,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42529; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,2529.0,Read,Holding,Registers,0.0004229999999996181,0.0007380000000001274
1412,1413,14.616469,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42529; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,2529.0,Read,Holding,Registers,0.0003150000000005093,
1413,1414,14.616775,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 42530; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,2530.0,Write,Multiple,Registers,0.0003060000000001395,0.0006209999999988725
1414,1415,14.61709,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42530; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,2530.0,Write,Multiple,Registers,0.00031499999999873296,
1415,1416,14.716753,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42531; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,2531.0,Read,Discrete,Inputs,0.09966300000000139,0.10022800000000132
1416,1417,14.717318,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 42531; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,2531.0,Read,Discrete,Inputs,0.0005649999999999267,
1417,1418,14.717973,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 42532; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,2532.0,Write,Multiple,Coils,0.0006550000000000722,0.0010259999999995273
1418,1419,14.718344,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42532; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,2532.0,Write,Multiple,Coils,0.0003709999999994551,
1419,1420,14.718742,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42533; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,2533.0,Read,Input,Registers,0.00039800000000056457,0.0007549999999998391
1420,1421,14.719099,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42533; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,2533.0,Read,Input,Registers,0.00035699999999927456,
1421,1422,14.719643,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42534; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,2534.0,Read,Holding,Registers,0.0005439999999996559,0.0008949999999998681
1422,1423,14.719994,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 42534; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,2534.0,Read,Holding,Registers,0.00035100000000021225,
1423,1424,14.72047,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 42535; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,2535.0,Write,Multiple,Registers,0.0004760000000008091,0.001024000000001024
1424,1425,14.721018,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42535; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,2535.0,Write,Multiple,Registers,0.000548000000000215,
1425,1426,14.820718,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 42536; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,2536.0,Read,Discrete,Inputs,0.09969999999999857,0.10022899999999879
1426,1427,14.821247,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 42536; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,2536.0,Read,Discrete,Inputs,0.0005290000000002237,
1427,1428,14.821617,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 42537; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,2537.0,Write,Multiple,Coils,0.0003700000000002035,0.0008700000000008146
1428,1429,14.822117,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 42537; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,2537.0,Write,Multiple,Coils,0.0005000000000006111,
