,No.,Time,Source,Destination,Protocol,Length,Info,Info_01,Commands,Trans,R_W,D_M_I_H,I_C_R,basic_time_diff,Response_time_diff
7524,7525,78.624062,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37841; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7841.0,Read,Discrete,Inputs,0.10001199999999244,0.10070699999999988
7525,7526,78.624757,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 37841; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7841.0,Read,Discrete,Inputs,0.0006950000000074397,
7526,7527,78.625178,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 37842; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7842.0,Write,Multiple,Coils,0.0004210000000028913,0.0008830000000017435
7527,7528,78.62564,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37842; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7842.0,Write,Multiple,Coils,0.0004619999999988522,
7528,7529,78.62612,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37843; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7843.0,Read,Input,Registers,0.00047999999999603915,0.017597999999992453
7529,7530,78.643238,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37843; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7843.0,Read,Input,Registers,0.017117999999996414,
7530,7531,78.643893,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37844; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7844.0,Read,Holding,Registers,0.000655000000008954,0.0012980000000055725
7531,7532,78.644536,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37844; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7844.0,Read,Holding,Registers,0.0006429999999966185,
7532,7533,78.64512,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 37845; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7845.0,Write,Multiple,Registers,0.0005840000000034706,0.0010800000000017462
7533,7534,78.645616,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37845; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7845.0,Write,Multiple,Registers,0.0004959999999982756,
7534,7535,78.745039,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37846; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7846.0,Read,Discrete,Inputs,0.0994230000000016,0.1050379999999933
7535,7536,78.750654,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 37846; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7846.0,Read,Discrete,Inputs,0.00561499999999171,
7536,7537,78.751324,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 37847; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7847.0,Write,Multiple,Coils,0.0006699999999995043,0.0011080000000021073
7537,7538,78.751762,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37847; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7847.0,Write,Multiple,Coils,0.000438000000002603,
7538,7539,78.752239,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37848; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7848.0,Read,Input,Registers,0.0004770000000036134,0.0008470000000073696
7539,7540,78.752609,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37848; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7848.0,Read,Input,Registers,0.0003700000000037562,
7540,7541,78.753163,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37849; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7849.0,Read,Holding,Registers,0.0005539999999939482,0.0008759999999909951
7541,7542,78.753485,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37849; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7849.0,Read,Holding,Registers,0.00032199999999704687,
7542,7543,78.753879,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 37850; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7850.0,Write,Multiple,Registers,0.00039400000000000546,0.0016839999999973543
7543,7544,78.755169,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37850; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7850.0,Write,Multiple,Registers,0.0012899999999973488,
7544,7545,78.855069,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37851; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7851.0,Read,Discrete,Inputs,0.0999000000000052,0.10047900000000709
7545,7546,78.855648,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 37851; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7851.0,Read,Discrete,Inputs,0.0005790000000018836,
7546,7547,78.856238,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 37852; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7852.0,Write,Multiple,Coils,0.0005900000000025329,0.0010039999999946758
7547,7548,78.856652,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37852; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7852.0,Write,Multiple,Coils,0.0004139999999921429,
7548,7549,78.857105,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37853; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7853.0,Read,Input,Registers,0.0004530000000073642,0.0008070000000088839
7549,7550,78.857459,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37853; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7853.0,Read,Input,Registers,0.00035400000000151977,
7550,7551,78.857948,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37854; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7854.0,Read,Holding,Registers,0.0004889999999875272,0.000893999999988182
7551,7552,78.858353,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37854; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7854.0,Read,Holding,Registers,0.00040500000000065484,
7552,7553,78.858768,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 37855; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7855.0,Write,Multiple,Registers,0.00041500000000382897,0.0008800000000093178
7553,7554,78.859233,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37855; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7855.0,Write,Multiple,Registers,0.0004650000000054888,
7554,7555,78.959063,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37856; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7856.0,Read,Discrete,Inputs,0.0998299999999972,0.10034100000000024
7555,7556,78.959574,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 37856; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7856.0,Read,Discrete,Inputs,0.0005110000000030368,
7556,7557,78.959978,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 37857; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7857.0,Write,Multiple,Coils,0.0004040000000031796,0.0007469999999898391
7557,7558,78.960321,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37857; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7857.0,Write,Multiple,Coils,0.00034299999998665953,
7558,7559,78.960567,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37858; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7858.0,Read,Input,Registers,0.0002460000000041873,0.0005629999999996471
7559,7560,78.960884,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37858; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7858.0,Read,Input,Registers,0.0003169999999954598,
7560,7561,78.961237,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37859; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7859.0,Read,Holding,Registers,0.0003530000000040445,0.0006850000000042655
7561,7562,78.961569,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37859; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7859.0,Read,Holding,Registers,0.000332000000000221,
7562,7563,78.961902,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 37860; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7860.0,Write,Multiple,Registers,0.00033299999999769625,0.0006360000000000809
7563,7564,78.962205,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37860; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7860.0,Write,Multiple,Registers,0.0003030000000023847,
7564,7565,79.061971,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37861; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7861.0,Read,Discrete,Inputs,0.09976600000000246,0.10036300000000153
7565,7566,79.062568,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 37861; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7861.0,Read,Discrete,Inputs,0.0005969999999990705,
7566,7567,79.062841,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 37862; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7862.0,Write,Multiple,Coils,0.00027300000000707314,0.0007719999999977745
7567,7568,79.06334,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37862; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7862.0,Write,Multiple,Coils,0.0004989999999907013,
7568,7569,79.06352,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37863; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7863.0,Read,Input,Registers,0.00018000000000029104,0.0005670000000037589
7569,7570,79.063907,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37863; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7863.0,Read,Input,Registers,0.0003870000000034679,
7570,7571,79.064136,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37864; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7864.0,Read,Holding,Registers,0.00022900000000447562,0.0005570000000005848
7571,7572,79.064464,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37864; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7864.0,Read,Holding,Registers,0.0003279999999961092,
7572,7573,79.064691,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 37865; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7865.0,Write,Multiple,Registers,0.00022699999999531428,0.0005160000000046239
7573,7574,79.06498,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37865; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7865.0,Write,Multiple,Registers,0.0002890000000093096,
7574,7575,79.165003,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37866; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7866.0,Read,Discrete,Inputs,0.10002299999999309,0.1005569999999949
7575,7576,79.165537,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 37866; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7866.0,Read,Discrete,Inputs,0.0005340000000018108,
7576,7577,79.16581,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 37867; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7867.0,Write,Multiple,Coils,0.0002729999999928623,0.0005699999999961847
7577,7578,79.166107,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37867; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7867.0,Write,Multiple,Coils,0.0002970000000033224,
7578,7579,79.166383,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37868; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7868.0,Read,Input,Registers,0.00027599999999949887,0.0006429999999966185
7579,7580,79.16675,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37868; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7868.0,Read,Input,Registers,0.00036699999999711963,
7580,7581,79.167003,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37869; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7869.0,Read,Holding,Registers,0.00025300000000072487,0.0006610000000080163
7581,7582,79.167411,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37869; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7869.0,Read,Holding,Registers,0.0004080000000072914,
7582,7583,79.167653,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 37870; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7870.0,Write,Multiple,Registers,0.0002420000000000755,0.0005290000000002237
7583,7584,79.16794,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37870; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7870.0,Write,Multiple,Registers,0.00028700000000014825,
7584,7585,79.268052,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37871; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7871.0,Read,Discrete,Inputs,0.10011199999999576,0.10071200000000147
7585,7586,79.268652,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 37871; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7871.0,Read,Discrete,Inputs,0.0006000000000057071,
7586,7587,79.26926,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 37872; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7872.0,Write,Multiple,Coils,0.0006079999999997199,0.0009519999999980655
7587,7588,79.269604,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37872; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7872.0,Write,Multiple,Coils,0.00034399999999834563,
7588,7589,79.26996,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37873; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7873.0,Read,Input,Registers,0.00035599999999647025,0.0006800000000026785
7589,7590,79.270284,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37873; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7873.0,Read,Input,Registers,0.0003240000000062082,
7590,7591,79.270667,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37874; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7874.0,Read,Holding,Registers,0.0003829999999993561,0.0008699999999919328
7591,7592,79.271154,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37874; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7874.0,Read,Holding,Registers,0.0004869999999925767,
7592,7593,79.271489,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 37875; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7875.0,Write,Multiple,Registers,0.0003350000000068576,0.000658999999998855
7593,7594,79.271813,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37875; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7875.0,Write,Multiple,Registers,0.00032399999999199736,
7594,7595,79.372135,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37876; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7876.0,Read,Discrete,Inputs,0.10032200000000557,0.10094899999999996
7595,7596,79.372762,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 37876; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7876.0,Read,Discrete,Inputs,0.000626999999994382,
7596,7597,79.37341,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 37877; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7877.0,Write,Multiple,Coils,0.0006480000000124164,0.0010140000000120608
7597,7598,79.373776,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37877; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7877.0,Write,Multiple,Coils,0.0003659999999996444,
7598,7599,79.374238,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37878; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7878.0,Read,Input,Registers,0.0004619999999988522,0.0009939999999915017
7599,7600,79.37477,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37878; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7878.0,Read,Input,Registers,0.0005319999999926495,
7600,7601,79.375316,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37879; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7879.0,Read,Holding,Registers,0.0005459999999999354,0.0011030000000005202
7601,7602,79.375873,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37879; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7879.0,Read,Holding,Registers,0.0005570000000005848,
7602,7603,79.376255,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 37880; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7880.0,Write,Multiple,Registers,0.00038200000000188084,0.015337999999999852
7603,7604,79.391211,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37880; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7880.0,Write,Multiple,Registers,0.014955999999997971,
7605,7606,79.49107,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37881; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7881.0,Read,Discrete,Inputs,0.09985899999999504,0.11089900000000341
7606,7607,79.50211,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 37881; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7881.0,Read,Discrete,Inputs,0.011040000000008376,
7607,7608,79.50277,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 37882; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7882.0,Write,Multiple,Coils,0.0006599999999963302,0.0011690000000044165
7608,7609,79.503279,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37882; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7882.0,Write,Multiple,Coils,0.0005090000000080863,
7609,7610,79.503753,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37883; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7883.0,Read,Input,Registers,0.00047399999999697684,0.0008719999999868833
7610,7611,79.504151,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37883; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7883.0,Read,Input,Registers,0.00039799999998990643,
7611,7612,79.504669,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37884; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7884.0,Read,Holding,Registers,0.0005180000000137852,0.0009320000000059281
7612,7613,79.505083,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37884; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7884.0,Read,Holding,Registers,0.0004139999999921429,
7613,7614,79.505464,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 37885; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7885.0,Write,Multiple,Registers,0.0003810000000044056,0.000793000000001598
7614,7615,79.505876,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37885; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7885.0,Write,Multiple,Registers,0.0004119999999971924,
7615,7616,79.606065,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37886; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7886.0,Read,Discrete,Inputs,0.1001890000000003,0.10075600000000406
7616,7617,79.606632,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 37886; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7886.0,Read,Discrete,Inputs,0.0005670000000037589,
7617,7618,79.607288,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 37887; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7887.0,Write,Multiple,Coils,0.0006559999999922184,0.0010249999999984993
7618,7619,79.607657,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37887; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7887.0,Write,Multiple,Coils,0.00036900000000628097,
7619,7620,79.608115,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37888; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7888.0,Read,Input,Registers,0.0004579999999947404,0.0008260000000035461
7620,7621,79.608483,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37888; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7888.0,Read,Input,Registers,0.00036800000000880573,
7621,7622,79.609083,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37889; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7889.0,Read,Holding,Registers,0.0005999999999914962,0.0009339999999866677
7622,7623,79.609417,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37889; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7889.0,Read,Holding,Registers,0.0003339999999951715,
7623,7624,79.609767,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 37890; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7890.0,Write,Multiple,Registers,0.0003500000000116188,0.0006650000000121281
7624,7625,79.610082,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37890; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7890.0,Write,Multiple,Registers,0.0003150000000005093,
7625,7626,79.710069,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37891; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7891.0,Read,Discrete,Inputs,0.09998699999999872,0.10054299999998761
7626,7627,79.710625,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 37891; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7891.0,Read,Discrete,Inputs,0.0005559999999888987,
7627,7628,79.711257,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 37892; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7892.0,Write,Multiple,Coils,0.00063200000001018,0.001015000000009536
7628,7629,79.71164,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37892; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7892.0,Write,Multiple,Coils,0.0003829999999993561,
7629,7630,79.712106,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37893; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7893.0,Read,Input,Registers,0.00046600000000296404,0.0008349999999950342
7630,7631,79.712475,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37893; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7893.0,Read,Input,Registers,0.0003689999999920701,
7631,7632,79.712932,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37894; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7894.0,Read,Holding,Registers,0.00045699999999726515,0.0007800000000059981
7632,7633,79.713255,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37894; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7894.0,Read,Holding,Registers,0.00032300000000873297,
7633,7634,79.713624,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 37895; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7895.0,Write,Multiple,Registers,0.0003689999999920701,0.0006899999999916417
7634,7635,79.713945,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37895; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7895.0,Write,Multiple,Registers,0.00032099999999957163,
7635,7636,79.814187,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37896; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7896.0,Read,Discrete,Inputs,0.1002420000000086,0.10084100000000262
7636,7637,79.814786,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 37896; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7896.0,Read,Discrete,Inputs,0.000598999999994021,
7637,7638,79.815448,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 37897; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7897.0,Write,Multiple,Coils,0.0006620000000054915,0.0012350000000083128
7638,7639,79.816021,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 37897; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7897.0,Write,Multiple,Coils,0.0005730000000028213,
7639,7640,79.816484,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37898; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7898.0,Read,Input,Registers,0.00046299999999632746,0.0010449999999906368
7640,7641,79.817066,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37898; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7898.0,Read,Input,Registers,0.0005819999999943093,
7641,7642,79.817525,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 37899; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7899.0,Read,Holding,Registers,0.0004590000000064265,0.0008920000000074424
7642,7643,79.817958,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 37899; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7899.0,Read,Holding,Registers,0.0004330000000010159,
